symbol,name,currency,summary,category_group,category,family,exchange
VAGS.L,Vanguard Global Aggregate Bond UCITS ETF GBP Hedged Accumulation,GBP,"This Fund seeks to track the performance of the Index. In seeking to achieve its investment objective, the Fund aims to provide a return (comprising both income and capital appreciation) which, before application of fees and expenses, is similar to the return of the Index. The Fund employs a âpassive managementâ â or indexing â investment approach, through physical acquisition of securities, designed to track the performance of the Index. The Index is a widely recognised benchmark designed to reflect the characteristics of the total global aggregated bond universe of investment grade, government, government-related agencies, corporate and securitised fixed income investments with maturities greater than one year.",Fixed Income,Investment Grade Bonds,Vanguard Asset Management,LSE
VAGT.MU,Vanguard Funds Public Limited Company - Vanguard USD Treasury Bond UCITS ETF,EUR,"The Vanguard USD Treasury Bond UCITS ETF aims to track the performance of a USD-denominated treasury bond index. It offers investors exposure to the US government bond market, considered to be a relatively safe and liquid asset class. Vanguard Funds Public Limited Company manages the fund, providing a low-cost and efficient way to access US Treasury bonds.",Fixed Income,Treasury Bonds,Vanguard Asset Management,MUN
VAGU.L,Vanguard Global Aggregate Bond UCITS ETF USD Hedged Accumulation,USD,"This Fund seeks to track the performance of the Index. In seeking to achieve its investment objective, the Fund aims to provide a return (comprising both income and capital appreciation) which, before application of fees and expenses, is similar to the return of the Index. The Fund employs a âpassive managementâ â or indexing â investment approach, through physical acquisition of securities, designed to track the performance of the Index. The Index is a widely recognised benchmark designed to reflect the characteristics of the total global aggregated bond universe of investment grade, government, government-related agencies, corporate and securitised fixed income investments with maturities greater than one year.",Fixed Income,Investment Grade Bonds,Vanguard Asset Management,LSE
VAGUN.MX,Vanguard Global Aggregate Bond UCITS ETF USD Hedged Accumulation,MXN,This Fund seeks to track the performance of the Index.,Fixed Income,Investment Grade Bonds,Vanguard Asset Management,MEX
VAGY.MU,Vanguard Funds Public Limited Company - Vanguard USD Corporate 1-3 Year Bond UCITS ETF,EUR,"The Vanguard USD Corporate 1-3 Year Bond UCITS ETF seeks to track the performance of a USD-denominated corporate bond index with a maturity range of 1-3 years. It provides investors with exposure to short-term investment-grade corporate bonds, offering a balance between yield and credit risk. Vanguard Funds Public Limited Company manages the fund with the objective of delivering a diversified portfolio of short-term corporate bonds.",Fixed Income,Corporate Bonds,Vanguard Asset Management,MUN
VAL.MI,Lyxor Index Fund - Lyxor MSCI EMU Value (DR) UCITS ETF Dist,EUR,"The Lyxor MSCI EMU Value (DR) UCITS ETF is a UCITS compliant exchange traded fund that aims to track the benchmark index MSCI EMU Value Net Total Return. The MSCI Global Value and Growth Indices cover the full range of developed, emerging and All Country MSCI International Equity Indices across all size segmentations. MSCI uses a two dimensional framework for style segmentation in which value and growth securities are categorized using a multi-factor approach, which uses three variables to define the value investment style characteristics and five variables to define the growth investment style characteristics including forward looking variables. Lyxor ETFs are efficient investment vehicles listed on exchange that offer transparent, liquid and low-cost exposure to the underlying benchmark index.",Equities,Value,Lyxor International Asset Management,MIL
VAL.PA,Lyxor Index Fund - Lyxor MSCI EMU Value (DR) UCITS ETF Dist,EUR,"The Lyxor MSCI EMU Value (DR) UCITS ETF is a UCITS compliant exchange traded fund that aims to track the benchmark index MSCI EMU Value Net Total Return. The MSCI Global Value and Growth Indices cover the full range of developed, emerging and All Country MSCI International Equity Indices across all size segmentations. MSCI uses a two dimensional framework for style segmentation in which value and growth securities are categorized using a multi-factor approach, which uses three variables to define the value investment style characteristics and five variables to define the growth investment style characteristics including forward looking variables. Lyxor ETFs are efficient investment vehicles listed on exchange that offer transparent, liquid and low-cost exposure to the underlying benchmark index.",Equities,Value,Lyxor International Asset Management,PAR
VALD.DE,BNP Paribas Easy Equity Value Europe UCITS ETF Dis,EUR,"Replicate the performance of the BNP Paribas Equity Value Europe TR index (Bloomberg: BNPIFVE Index), including fluctuations, and to maintain the Tracking Error between the sub-fund and the index below 1%.",Equities,Value,BNP Paribas Asset Management,GER
VALD.DU,BNPPE.-E.VA.EU.UEDEO,EUR,,,,BNP Paribas Asset Management,DUS
VALD.F,BNP Paribas Easy Equity Value Europe UCITS ETF Dis,EUR,"Replicate the performance of the BNP Paribas Equity Value Europe TR index (Bloomberg: BNPIFVE Index), including fluctuations, and to maintain the Tracking Error between the sub-fund and the index below 1%.",Equities,Value,BNP Paribas Asset Management,FRA
VALD.PA,BNP Paribas Easy Equity Value Europe UCITS ETF Dis,EUR,"Replicate the performance of the BNP Paribas Equity Value Europe TR index (Bloomberg: BNPIFVE Index), including fluctuations, and to maintain the Tracking Error between the sub-fund and the index below 1%.",Equities,Value,BNP Paribas Asset Management,PAR
VALD.SW,BNP Paribas Easy - Equity Value Europe,EUR,"The BNP Paribas Easy - Equity Value Europe UCITS ETF seeks to track the performance of a European equity value index. It invests in companies that are considered undervalued by fundamental metrics, such as price-to-book ratio or price-to-earnings ratio. BNP Paribas Asset Management manages the ETF, providing investors with a low-cost way to access the value segment of the European equity market.",Equities,Value,BNP Paribas Asset Management,EBS
VALQ,American Century STOXX U.S. Quality Value ETF,USD,"The investment seeks to provide investment results that closely correspond, before fees and expenses, to the performance of the iSTOXXÂ® American Century USA Quality Value Index (the underlying index).
 Under normal market conditions, the fund invests at least 80% of its assets in the component securities of the underlying index. The underlying index is designed to select securities of large- and mid-capitalization companies that are undervalued or have sustainable income.",Equities,Value,American Century Investments,PCX
VALT,ETFMG Sit Ultra Short ETF,USD,"The investment seeks maximum current income to the extent consistent with preserving capital and maintaining liquidity.
 The fund is an actively managed exchange-traded fund (""ETF"") that seeks to achieve its investment objective by investing in a diversified portfolio of high-quality short-term U.S. dollar denominated domestic and foreign debt securities and other instruments. It will, under normal circumstances, invest primarily in fixed-income securities. The fund invests in investment grade domestic debt obligations.",Fixed Income,Money Market Instruments,ETF Management,PCX
VALT.TO,CI Gold Bullion Fund Hedged,CAD,"The Fund is designed for investors who want a cost-effective and convenient way to invest in gold. The Fund seeks to buy and hold substantially all of its assets in gold bullion. As such, its performance should reflect the performance of the price of gold, less the Fundâs expenses.",Commodities,,CI Investments,TOR
VALU.DE,BNP Paribas Easy Equity Value Europe UCITS ETF Cap,EUR,"Replicate the performance of the BNP Paribas Equity Value Europe TR index (Bloomberg: BNPIFVE Index), including fluctuations, and to maintain the Tracking Error between the sub-fund and the index below 1%.",Equities,Value,BNP Paribas Asset Management,GER
VALU.DU,BNPPE.-E.VA.EU.UECEO,EUR,,,,BNP Paribas Asset Management,DUS
VALU.F,BNP Paribas Easy Equity Value Europe UCITS ETF Cap,EUR,"Replicate the performance of the BNP Paribas Equity Value Europe TR index (Bloomberg: BNPIFVE Index), including fluctuations, and to maintain the Tracking Error between the sub-fund and the index below 1%.",Equities,Value,BNP Paribas Asset Management,FRA
VALU.MU,BNP Paribas Easy - Equity Value Europe,EUR,"The BNP Paribas Easy - Equity Value Europe UCITS ETF seeks to track the performance of a European equity value index. It invests in companies that are considered undervalued by fundamental metrics, such as price-to-book ratio or price-to-earnings ratio. BNP Paribas Asset Management manages the ETF, providing investors with a low-cost way to access the value segment of the European equity market.",Equities,Value,BNP Paribas Asset Management,MUN
VALW.L,SPDR MSCI World Value UCITS ETF,GBP,The investment objective of the Fund is to track the performance of global developed market equities with a higher weighting applied to equities exhibiting low valuation characteristics.,Equities,Value,State Street Global Advisors,LSE
VAMO,Cambria Value and Momentum ETF,USD,"The investment seeks income and capital appreciation from investments in the U.S. equity market.
 The fund will seek to achieve its investment objective by investing, under normal market conditions, at least 80% of the value of the fund&#39;s net assets in U.S. exchange-listed equity securities. It may hedge up to 100% of the value of the fund&#39;s long portfolio. The fund may invest in securities of companies in any industry, but will limit the maximum allocation to any particular sector to 25%. It may invest up to 20% of the value of its net assets in U.S. dollar and non-U.S. dollar denominated money market instruments or other high quality debt securities, or ETFs.",Equities,Blend,Cambria ETF Trust,BTS
VANVF,Vaneck Vectors UCITS ETFs plc - Vaneck Vectors J.P. Morgan EM Local Currency Bond UCITS ETF,USD,"The VanEck Vectors J.P. Morgan EM Local Currency Bond UCITS ETF tracks the performance of an index composed of emerging market government bonds issued in their local currencies. This provides investors exposure to emerging market debt without the direct impact of currency fluctuations relative to the US dollar, since currency fluctuations affect both the bond value and the currency in which it is issued. Vaneck Vectors UCITS ETFs plc manages the ETF, aiming to offer a diversified portfolio of emerging market local currency bonds.",Fixed Income,Emerging Markets,VanEck Asset Management,PNK
VAP.AX,Vanguard Australian Property Securities Index ETF,AUD,"The fund employs an index management strategy designed to track the performance of the S&P/ASX 300 A-REIT index. To closely track the index, the fund will aim to hold all of the property securities in the index at most times) allowing for individual security weightings to vary marginally from he index from time to time.",Real Estate,REITs,Vanguard Asset Management,ASX
VAPU.L,Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF USD Accumulation,USD,"This Fund seeks to track the performance of the Index, a widely recognised benchmark of the large and mid cap sized companies of the developed markets of the Asia Pacific region, excluding Japan. The Fund employs a âpassive managementâ â or indexing â investment approach, through physical acquisition of securities, designed to track the performance of the Index, a free float adjusted market capitalisation weighted index. In tracking the performance of the Index, the Fund attempts to replicate the Index by investing all, or substantially all, of its assets in the stocks that make up the Index, holding each stock in approximately the same proportion as its weighting in the Index and may therefore have exposure to or invest up to 20% of the Net Asset Value of the Fund in stocks issued by the same body, which limit may be raised to 35% for a single issuer in exceptional market conditions which may include the dominance of a particular issuer in the relevant market.",Equities,Developed Markets,Vanguard Asset Management,LSE
VAPUN.MX,Vanguard Funds Public Limited Company - Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF,MXN,"The Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF seeks to track the performance of the FTSE Developed Asia Pacific ex Japan Index. This provides investors with exposure to the equity markets of developed countries in the Asia-Pacific region, excluding Japan. Vanguard Funds Public Limited Company manages the fund with the goal of providing a low-cost and diversified way to access this specific region.",Equities,Developed Markets,Vanguard Asset Management,MEX
VAPX-GB.AQ,VANGUARD FUNDS PLC,GBP,"VANGUARD FUNDS PLC is an investment management company that offers a wide range of mutual funds and exchange-traded funds (ETFs) to individual and institutional investors. The company is known for its low-cost investment strategies and its focus on providing long-term value to its clients. Vanguard is headquartered in Malvern, Pennsylvania, and is one of the world's largest investment management companies.",,,Vanguard Asset Management,AQS
VAPX.AS,Vanguard Funds Public Limited Company - Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF,EUR,"The Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF seeks to track the performance of the FTSE Developed Asia Pacific ex Japan Index. This provides investors with exposure to the equity markets of developed countries in the Asia-Pacific region, excluding Japan. Vanguard Funds Public Limited Company manages the fund with the goal of providing a low-cost and diversified way to access this specific region.",Equities,Developed Markets,Vanguard Asset Management,AMS
VAPX.L,Vanguard Funds Public Limited Company - Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF,GBP,"The Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF seeks to track the performance of the FTSE Developed Asia Pacific ex Japan Index. This provides investors with exposure to the equity markets of developed countries in the Asia-Pacific region, excluding Japan. Vanguard Funds Public Limited Company manages the fund with the goal of providing a low-cost and diversified way to access this specific region.",Equities,Developed Markets,Vanguard Asset Management,LSE
VAPX.MI,Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF USD Distributing,EUR,"This Fund seeks to track the performance of the Index, a widely recognised benchmark of the large and mid cap sized companies of the developed markets of the Asia Pacific region, excluding Japan. The Fund employs a âpassive managementâ â or indexing â investment approach, through physical acquisition of securities, designed to track the performance of the Index, a free float adjusted market capitalisation weighted index. In tracking the performance of the Index, the Fund attempts to replicate the Index by investing all, or substantially all, of its assets in the stocks that make up the Index, holding each stock in approximately the same proportion as its weighting in the Index and may therefore have exposure to or invest up to 20% of the Net Asset Value of the Fund in stocks issued by the same body, which limit may be raised to 35% for a single issuer in exceptional market conditions which may include the dominance of a particular issuer in the relevant market.",Equities,Developed Markets,Vanguard Asset Management,MIL
VAPX.SW,Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF USD Distributing,CHF,"This Fund seeks to track the performance of the Index, a widely recognised benchmark of the large and mid cap sized companies of the developed markets of the Asia Pacific region, excluding Japan. The Fund employs a âpassive managementâ â or indexing â investment approach, through physical acquisition of securities, designed to track the performance of the Index, a free float adjusted market capitalisation weighted index. In tracking the performance of the Index, the Fund attempts to replicate the Index by investing all, or substantially all, of its assets in the stocks that make up the Index, holding each stock in approximately the same proportion as its weighting in the Index and may therefore have exposure to or invest up to 20% of the Net Asset Value of the Fund in stocks issued by the same body, which limit may be raised to 35% for a single issuer in exceptional market conditions which may include the dominance of a particular issuer in the relevant market.",Equities,Developed Markets,Vanguard Asset Management,EBS
VAS.AX,Vanguard Australian Shares Index ETF,AUD,"The ETF seeks to track the return (income and capital appreciation) of the S&P/ASX 300 Index before taking into account fund fees, expenses, and tax.
The S&P/ASX 300 Accumulation Index is a free-float adjusted capitalisation weighted index of approximately 300 Australian equities (shares) representing over 90 per cent of the value of all Australian based companies and property trusts listed on the ASX.",Equities,Developed Markets,Vanguard Asset Management,ASX
VAW,Vanguard Materials Index Fund ETF Shares,USD,"The investment seeks to track the performance of a benchmark index.
 The fund employs an indexing investment approach designed to track the performance of the MSCI US Investable Market Index (IMI)/Materials 25/50, an index made up of stocks of large, mid-size, and small U.S. companies within the materials sector, as classified under the Global Industry Classification Standard (GICS). The Advisor attempts to replicate the target index by seeking to invest all, or substantially all, of its assets in the stocks that make up the index, in order to hold each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified.",Materials,Small Cap,Vanguard Asset Management,PCX
VAW.MX,Vanguard Materials Index Fund ETF Shares,MXN,"The investment seeks to track the performance of a benchmark index.
 The fund employs an indexing investment approach designed to track the performance of the MSCI US Investable Market Index (IMI)/Materials 25/50, an index made up of stocks of large, mid-size, and small U.S. companies within the materials sector, as classified under the Global Industry Classification Standard (GICS). The Advisor attempts to replicate the target index by seeking to invest all, or substantially all, of its assets in the stocks that make up the index, in order to hold each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified.",Materials,Small Cap,Vanguard Asset Management,MEX
VB,Vanguard Small-Cap Index Fund ETF Shares,USD,"The investment seeks to track the performance of the CRSP US Small Cap Index that measures the investment return of small-capitalization stocks.
 The fund employs an indexing investment approach designed to track the performance of the CRSP US Small Cap Index, a broadly diversified index of stocks of small U.S. companies. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",Equities,Small Cap,Vanguard Asset Management,PCX
VB.MX,Vanguard Small-Cap Index Fund ETF Shares,MXN,"The investment seeks to track the performance of a benchmark index that measures the investment return of small-capitalization stocks.
 The fund employs an indexing investment approach designed to track the performance of the CRSP US Small Cap Index, a broadly diversified index of stocks of small U.S. companies. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",Equities,Small Cap,Vanguard Asset Management,MEX
VBAL.TO,Vanguard Balanced ETF Portfolio,CAD,The Vanguard Balanced ETF Portfolio seeks to provide long-term capital growth with a moderate level of income by investing in equity and fixed income securities.,Fixed Income,Blend,Vanguard Asset Management,TOR
VBG.TO,Vanguard Global ex-U.S. Aggregate Bond Index ETF (CAD-hedged),CAD,"Vanguard Global ex-U.S. Aggregate Bond Index ETF (CAD-hedged) seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad global bond index, which Index is hedged to the Canadian dollar. Currently, this Vanguard ETF seeks to track the Bloomberg Barclays Global Aggregate ex- USD Float Adjusted RIC Capped Index (CAD Hedged) (or any successor thereto). It invests directly or indirectly primarily in a wide spectrum of the global investmentgrade, fixed rate, fixed income markets outside the U.S. and uses derivative instruments to seek to hedge the foreign currency exposure of the securities included in the Bloomberg Barclays Global Aggregate ex-USD Float Adjusted RIC Capped Index to the Canadian dollar.",Fixed Income,Corporate Bonds,Vanguard Asset Management,TOR
VBK,Vanguard Small-Cap Growth Index Fund ETF Shares,USD,"The investment seeks to track the performance of a benchmark index that measures the investment return of small-capitalization growth stocks.
 The fund employs an indexing investment approach designed to track the performance of the CRSP US Small Cap Growth Index, a broadly diversified index of growth stocks of small U.S. companies. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",Equities,Small Cap,Vanguard Asset Management,PCX
VBLD.AX,Vanguard Global Infrastructure Index ETF,AUD,"The Fund provides low-cost access to infrastructure securities listed in developed countries. It offers investors diversified exposure to infrastructure sectors, including transportation, energy and telecommunications.",Real Estate,,Vanguard Asset Management,ASX
VBND,Vident Core U.S. Bond Strategy ETF,USD,"The investment seeks to track the performance, before fees and expenses, of the Vident Core U.S. Bond IndexTM.
 Under normal circumstances, at least 80% of the fund&#39;s total assets (exclusive of collateral held from securities lending) will be invested in the component securities of the index and TBA securities representing such component securities. The index seeks to improve the overall mix of credit quality, interest rate and yield as compared to traditional U.S. core bond indices.",Fixed Income,Corporate Bonds,Vident Financial,PCX
VBND.AX,Vanguard Global Aggregate Bond (Hedged) Index ETF,AUD,The Fund aims to hold an appropriate number of securities so as to produce a portfolio risk exposure profile consistent with that of the index. This is achieved by holding a representative sample of securities included in the index or securities that provide similar characteristics to those securities in the index. Security weightings in the Fund may vary from the index weightings. The Fund may exclude certain securities that are included in the index or may invest in securities that have been or are expected to be included in the index.,Fixed Income,Corporate Bonds,Vanguard Asset Management,ASX
VBR,Vanguard Small-Cap Value Index Fund ETF Shares,USD,"The investment seeks to track the performance of a benchmark index that measures the investment return of small-capitalization value stocks.
 The fund employs an indexing investment approach designed to track the performance of the CRSP US Small Cap Value Index, a broadly diversified index of value stocks of small U.S. companies. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",Equities,Small Cap,Vanguard Asset Management,PCX
VBR.MX,Vanguard Small-Cap Value Index Fund ETF Shares,MXN,"The investment seeks to track the performance of a benchmark index that measures the investment return of small-capitalization value stocks.
 The fund employs an indexing investment approach designed to track the performance of the CRSP US Small Cap Value Index, a broadly diversified index of value stocks of small U.S. companies. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",Equities,Small Cap,Vanguard Asset Management,MEX
VBU.TO,Vanguard U.S. Aggregate Bond Index ETF (CAD-hedged),CAD,"Vanguard U.S. Aggregate Bond Index ETF (CAD-hedged) seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad U.S. bond index, which Index is hedged to the Canadian dollar. Currently, this Vanguard ETF seeks to track the Bloomberg Barclays U.S. Aggregate Float Adjusted Bond Index (CAD Hedged) (or any successor thereto). It invests directly or indirectly primarily in public, investment-grade, taxable, fixed income securities in the U.S. and uses derivative instruments to seek to hedge the U.S. dollar exposure of the securities included in the Bloomberg Barclays U.S. Aggregate Float Adjusted Bond Index to the Canadian dollar.",Fixed Income,Government Bonds,Vanguard Asset Management,TOR
VCAR,Simplify Volt RoboCar Disruption and Tech ETF,USD,"The investment seeks to provide capital appreciation.
 The adviser and sub-adviser seek to achieve the fund&#39;s investment objective by investing in U.S. and foreign equity securities and equity securities of companies engaging in activities that are consistent with Fund&#39;s investment theme of robocar disruption and technology. The adviser applies an option overlay strategy to the fund&#39;s equity investments. Under normal circumstances, the fund will invest at least 80% of its net assets (plus any borrowings for investment purposes) in domestic and foreign securities of companies and ETFs that are engaged in the fund&#39;s investment theme. It is non-diversified.",Information Technology,Technology,Simplify Asset Management,PCX
VCB.TO,Vanguard Canadian Corporate Bond Index ETF,CAD,"Vanguard Canadian Corporate Bond Index ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad Canadian credit bond index. Currently, this Vanguard ETF seeks to track the Bloomberg Barclays Global Aggregate Canadian Credit Float Adjusted Bond Index (or any successor thereto). It invests primarily in public, investment-grade non-government fixed income securities issued in Canada.",Fixed Income,Corporate Bonds,Vanguard Asset Management,TOR
VCE.TO,Vanguard FTSE Canada Index ETF,CAD,"Vanguard FTSE Canada Index ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad Canadian equity index that measures the investment return of publicly traded securities in the Canadian market. Currently, this Vanguard ETF seeks to track the FTSE Canada Index (or any successor thereto). It invests primarily in the largest Canadian stocks.",Equities,Large Cap,Vanguard Asset Management,TOR
VCEB,Vanguard ESG U.S. Corporate Bond ETF,USD,"The investment seeks to track the performance of the Bloomberg Barclays MSCI US Corporate SRI Select Index (the âindexâ).
 The index excludes bonds with maturities of 1 year or less and with less than $750 million outstanding, and is screened for certain environmental, social, and governance (ESG) criteria by the index provider, which is independent of Vanguard. All of the fundâs investments will be selected through the sampling process, and under normal circumstances, at least 80% of the fundâs assets will be invested in bonds included in the index.",Fixed Income,Corporate Bonds,Vanguard Asset Management,BTS
VCEU.MI,Amundi Index Solutions - Amundi MSCI Europe Value Factor UCITS ETF-C,EUR,"To track the performance of MSCI Europe Value Index, and to minimize
the tracking error between the net asset value of the sub-fund and the
performance of the Index.",Equities,Value,Amundi Asset Management,MIL
VCF.AX,Vanguard International Credit Securities Index (Hedged) ETF,AUD,"The Bloomberg Barclays Global Aggregate Corporate and Government-Related Scaled Index hedged into Australian dollars is a market value-weighted index of securities (bonds) issued by government related entities and investment-grade corporations. The Bloomberg Barclays Global Aggregate Corporate and Government-Related Scaled Index hedged into Australian dollars was not created by, and is not managed by, a related body corporate of Vanguard.",Fixed Income,Corporate Bonds,Vanguard Asset Management,ASX
VCIP.TO,Vanguard Conservative Income ETF Portfolio,CAD,The Vanguard Conservative Income ETF Portfolio seeks to provide a combination of income and some long-term capital growth by investing in equity and fixed income securities.,Fixed Income,Blend,Vanguard Asset Management,TOR
VCIT,Vanguard Intermediate-Term Corporate Bond Index Fund ETF Shares,USD,"The investment seeks to track the performance of a market-weighted corporate bond index with an intermediate-term dollar-weighted average maturity.
 The fund employs an indexing investment approach designed to track the performance of the Bloomberg Barclays U.S. 5-10 Year Corporate Bond Index. This index includes U.S. dollar-denominated, investment-grade, fixed-rate, taxable securities issued by industrial, utility, and financial companies, with maturities between 5 and 10 years. Under normal circumstances, at least 80% of the fund&#39;s assets will be invested in bonds included in the index.",Fixed Income,Corporate Bonds,Vanguard Asset Management,NGM
VCIT.MX,Vanguard Scottsdale Funds - Vanguard Intermediate-Term Corporate Bond ETF,MXN,"The Vanguard Intermediate-Term Corporate Bond ETF is an exchange-traded fund that invests in investment-grade corporate bonds with an intermediate-term maturity. The ETF aims to provide investors with a steady stream of income and moderate capital appreciation. Vanguard Scottsdale Funds manages the fund and seeks to track the performance of a broad, market-weighted corporate bond index.",Fixed Income,Corporate Bonds,Vanguard Asset Management,MEX
VCLO,Simplify Volt Cloud and Cybersecurity Disruption ETF,USD,"The investment seeks to provide capital appreciation.
 The adviser and sub-adviser seek to achieve the fund&#39;s investment objective by investing in U.S. and foreign equity securities and equity securities of companies engaging in activities that are consistent with Fund&#39;s investment theme of cloud and cybersecurity disruption. The adviser applies an option overlay strategy to the fund&#39;s equity investments. Under normal circumstances, the fund will invest at least 80% of its net assets in domestic and foreign securities of companies and ETFs that are engaged in the fund&#39;s investment theme of cloud and cybersecurity disruption. It is non-diversified.",Information Technology,Technology,Simplify Asset Management,PCX
VCLT,Vanguard Long-Term Corporate Bond Index Fund ETF Shares,USD,"The investment seeks to track the performance of a market-weighted corporate bond index with a long-term dollar-weighted average maturity.
 The fund employs an indexing investment approach designed to track the performance of the Bloomberg Barclays U.S. 10+ Year Corporate Bond Index. This index includes U.S. dollar-denominated, investment-grade, fixed-rate, taxable securities issued by industrial, utility, and financial companies, with maturities greater than 10 years. Under normal circumstances, at least 80% of the fund&#39;s assets will be invested in bonds included in the index.",Fixed Income,Corporate Bonds,Vanguard Asset Management,NMS
VCN.TO,Vanguard FTSE Canada All Cap Index ETF,CAD,"Vanguard FTSE Canada All Cap Index ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad Canadian equity index that measures the investment return of large-, mid- and small-capitalization, publicly traded securities in the Canadian market. Currently, this Vanguard ETF seeks to track the FTSE Canada All Cap Index (or any successor thereto). It invests primarily in large-, mid- and smallcapitalization Canadian stocks.",Equities,Blend,Vanguard Asset Management,TOR
VCNS.TO,Vanguard Conservative ETF Portfolio,CAD,The Vanguard Conservative ETF Portfolio seeks to provide a combination of income and moderate long-term capital growth by investing in equity and fixed income securities.,Fixed Income,Blend,Vanguard Asset Management,TOR
VCPA.L,Vanguard Funds Public Limited Company - Vanguard USD Corporate Bond UCITS ETF,GBP,"This Fund seeks to track the performance of the Index. In seeking to achieve its investment objective, the Fund aims to provide a return (comprising both income and capital appreciation) which, before application of fees and expenses, is similar to the return of the Index. The Fund employs a âpassive managementâ â or indexing â investment approach, through physical acquisition of securities, designed to track the performance of the Index. The Index is a widely recognised benchmark designed to reflect the total universe of publically-traded, fixedcoupon, US Dollar-denominated investment grade corporate bonds with maturities greater than one year and which have a minimum issue size of US$250 million.",Fixed Income,Corporate Bonds,Vanguard Asset Management,LSE
VCPA.SW,Vanguard USD Corporate Bond UCITS ETF USD Accumulation,CHF,"This Fund seeks to track the performance of the Index. In seeking to achieve its investment objective, the Fund aims to provide a return (comprising both income and capital appreciation) which, before application of fees and expenses, is similar to the return of the Index. The Fund employs a âpassive managementâ â or indexing â investment approach, through physical acquisition of securities, designed to track the performance of the Index. The Index is a widely recognised benchmark designed to reflect the total universe of publically-traded, fixedcoupon, US Dollar-denominated investment grade corporate bonds with maturities greater than one year and which have a minimum issue size of US$250 million.",Fixed Income,Corporate Bonds,Vanguard Asset Management,EBS
VCR,Vanguard Consumer Discretionary Index Fund ETF Shares,USD,"The investment seeks to track the performance of a benchmark index.
 The fund employs an indexing investment approach designed to track the performance of the MSCI US Investable Market Index/Consumer Discretionary 25/50, an index made up of stocks of large, mid-size, and small U.S. companies within the consumer discretionary sector, as classified under the Global Industry Classification Standard. The Advisor attempts to replicate the target index by seeking to invest all, or substantially all, of its assets in the stocks that make up the index, in order to hold each stock in approximately the same proportion as its weighting in the index. It is non-diversified.",Consumer Discretionary,Value,Vanguard Asset Management,PCX
VCR.MX,Vanguard Consumer Discretionary Index Fund ETF Shares,MXN,"The investment seeks to track the performance of a benchmark index.
 The fund employs an indexing investment approach designed to track the performance of the MSCI US Investable Market Index/Consumer Discretionary 25/50, an index made up of stocks of large, mid-size, and small U.S. companies within the consumer discretionary sector, as classified under the Global Industry Classification Standard. The Advisor attempts to replicate the target index by seeking to invest all, or substantially all, of its assets in the stocks that make up the index, in order to hold each stock in approximately the same proportion as its weighting in the index. It is non-diversified.",Consumer Discretionary,Value,Vanguard Asset Management,MEX
VCRPF,Vanguard Funds Public Limited Company - Vanguard USD Corporate Bond UCITS ETF,USD,"The Vanguard USD Corporate Bond UCITS ETF seeks to track the performance of a USD-denominated corporate bond index. The fund invests in investment-grade corporate bonds, providing investors with exposure to the US corporate debt market. Vanguard Funds Public Limited Company manages the ETF aiming to provide a low-cost and diversified way to access this market segment.",Fixed Income,Corporate Bonds,Vanguard Asset Management,PNK
